Stand;Satzart;Wahlkreisnr;Kreisnr;Gemeindenr;Wahlbezirksnr;Name;Gemeinde mit eigenem Briefwahlbezirk;abgebend nach Gemeinde/Wahlbezirk;aufnehmend von Gemeinde/Wahlbezirk;Anzahl Wahlbezirke;;Wahlberechtigte;Wähler;Wahlbeteiligung;Erststimmen;;Zweitstimmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;insgesamt;erfasst;;;;ungültige;gültige;ungültige;gültige;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Erststimmen;
;;;;;;;;;;;;;;;;;;;AfD;;AfD;;SPD;;SPD;;CDU;;CDU;;Die Linke;;Die Linke;;FDP;;FDP;;GRÜNE;;GRÜNE;;FREIE WÄHLER;;FREIE WÄHLER;;Volt;;Volt;;MLPD;;MLPD;;BÜNDNIS DEUTSCHLAND;;BÜNDNIS DEUTSCHLAND;;BSW;;BSW;;Einzelbewerber;;Einzelbewerber;
;;;;;;;;;;;;;;;;;;;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%
V;;192;55;000;0051;WE51 THIS 1;;;;1;1;786;477; 60,7;5;472;4;473;93; 19,7;98; 20,7;38; 8,1;58; 12,3;117; 24,8;118; 24,9;161; 34,1;73; 15,4;8; 1,7;16; 3,4;22; 4,7;60; 12,7;1; 0,2;1; 0,2;-;-;2; 0,4;-;-;1; 0,2;-;-;-;-;32; 6,8;46; 9,7;-;-;-;-
V;;192;55;000;0052;WE52 THIS 2;;;;1;1;609;314; 51,6;2;312;2;312;59; 18,9;55; 17,6;30; 9,6;29; 9,3;56; 17,9;78; 25,0;124; 39,7;70; 22,4;7; 2,2;13; 4,2;20; 6,4;38; 12,2;1; 0,3;-;-;-;-;2; 0,6;-;-;-;-;-;-;-;-;15; 4,8;27; 8,7;-;-;-;-
V;;192;55;000;0053;WE53 Goethe-Gymnasium;;;;1;1;938;540; 57,6;3;537;2;538;91; 16,9;95; 17,7;59; 11,0;73; 13,6;109; 20,3;108; 20,1;221; 41,2;120; 22,3;6; 1,1;24; 4,5;20; 3,7;63; 11,7;2; 0,4;2; 0,4;-;-;4; 0,7;-;-;-;-;-;-;-;-;29; 5,4;49; 9,1;-;-;-;-
V;;192;55;000;0054;WE54 AWO Pflegezentrum;;;;1;1;1287;723; 56,2;5;718;4;719;163; 22,7;154; 21,4;84; 11,7;95; 13,2;154; 21,4;167; 23,2;212; 29,5;131; 18,2;24; 3,3;29; 4,0;24; 3,3;60; 8,3;2; 0,3;2; 0,3;-;-;5; 0,7;1; 0,1;1; 0,1;-;-;2; 0,3;54; 7,5;73; 10,2;-;-;-;-
V;;192;55;000;0055;WE55 Sitz des Ortsteilbürgermeisters Possendorf;;;;1;1;182;132; 72,5;2;130;3;129;49; 37,7;51; 39,5;12; 9,2;8; 6,2;22; 16,9;22; 17,1;29; 22,3;30; 23,3;2; 1,5;2; 1,6;2; 1,5;2; 1,6;3; 2,3;1; 0,8;-;-;-;-;1; 0,8;-;-;-;-;-;-;10; 7,7;13; 10,1;-;-;-;-
V;;192;55;000;0056;WE56 Grundschule Legefeld 1;;;;1;1;875;479; 54,7;-;479;1;478;232; 48,4;242; 50,6;18; 3,8;32; 6,7;64; 13,4;63; 13,2;111; 23,2;64; 13,4;9; 1,9;7; 1,5;10; 2,1;18; 3,8;5; 1,0;4; 0,8;-;-;4; 0,8;-;-;-;-;-;-;1; 0,2;30; 6,3;43; 9,0;-;-;-;-
V;;192;55;000;0057;WE57 Grundschule Legefeld 2;;;;1;1;742;376; 50,7;1;375;3;373;141; 37,6;140; 37,5;19; 5,1;28; 7,5;69; 18,4;73; 19,6;102; 27,2;68; 18,2;11; 2,9;10; 2,7;12; 3,2;24; 6,4;6; 1,6;5; 1,3;-;-;3; 0,8;-;-;-;-;-;-;-;-;15; 4,0;22; 5,9;-;-;-;-
V;;192;55;000;0058;WE58 Sitz des Ortsteilbürgermeisters Gelmeroda;;;;1;1;325;228; 70,2;2;226;2;226;95; 42,0;95; 42,0;22; 9,7;26; 11,5;43; 19,0;40; 17,7;42; 18,6;28; 12,4;8; 3,5;8; 3,5;5; 2,2;8; 3,5;-;-;1; 0,4;-;-;2; 0,9;-;-;-;-;-;-;-;-;11; 4,9;18; 8,0;-;-;-;-
V;;192;55;000;0059;WE59 Hofatelier Niedergrunstedt;;;;1;1;433;282; 65,1;2;280;3;279;94; 33,6;91; 32,6;19; 6,8;18; 6,5;58; 20,7;66; 23,7;72; 25,7;36; 12,9;5; 1,8;10; 3,6;8; 2,9;25; 9,0;4; 1,4;1; 0,4;-;-;1; 0,4;-;-;-;-;-;-;2; 0,7;20; 7,1;29; 10,4;-;-;-;-
V;;192;55;000;0060;WE60 Pestalozzi-Grundschule 5;;;;1;1;925;465; 50,3;7;458;5;460;150; 32,8;144; 31,3;42; 9,2;43; 9,3;50; 10,9;60; 13,0;166; 36,2;124; 27,0;9; 2,0;7; 1,5;19; 4,1;23; 5,0;1; 0,2;2; 0,4;-;-;7; 1,5;1; 0,2;1; 0,2;-;-;-;-;20; 4,4;49; 10,7;-;-;-;-
V;;192;55;000;0061;WE61 Pestalozzi-Grundschule 6;;;;1;1;816;463; 56,7;6;457;5;458;131; 28,7;129; 28,2;32; 7,0;48; 10,5;75; 16,4;79; 17,2;155; 33,9;91; 19,9;10; 2,2;18; 3,9;12; 2,6;27; 5,9;7; 1,5;5; 1,1;-;-;4; 0,9;-;-;-;-;-;-;1; 0,2;35; 7,7;56; 12,2;-;-;-;-
V;;192;55;000;9011;Briefwahllokal 1;;;;1;1;-;696;-;38;658;38;658;136; 20,7;140; 21,3;72; 10,9;78; 11,9;127; 19,3;136; 20,7;244; 37,1;132; 20,1;7; 1,1;21; 3,2;21; 3,2;62; 9,4;10; 1,5;17; 2,6;-;-;9; 1,4;2; 0,3;1; 0,2;-;-;2; 0,3;39; 5,9;60; 9,1;-;-;-;-
V;;192;55;000;9012;Briefwahllokal 2;;;;1;1;-;660;-;1;659;1;659;58; 8,8;65; 9,9;58; 8,8;83; 12,6;91; 13,8;95; 14,4;338; 51,3;223; 33,8;17; 2,6;16; 2,4;63; 9,6;123; 18,7;1; 0,2;5; 0,8;-;-;2; 0,3;-;-;1; 0,2;-;-;-;-;33; 5,0;46; 7,0;-;-;-;-
V;;192;55;000;9013;Briefwahllokal 3;;;;1;1;-;550;-;3;547;2;548;125; 22,9;129; 23,5;60; 11,0;80; 14,6;92; 16,8;104; 19,0;207; 37,8;124; 22,6;9; 1,6;4; 0,7;7; 1,3;25; 4,6;7; 1,3;11; 2,0;-;-;9; 1,6;-;-;-;-;-;-;1; 0,2;40; 7,3;61; 11,1;-;-;-;-
V;;192;55;000;9014;Briefwahllokal 4;;;;1;1;-;633;-;6;627;5;628;136; 21,7;144; 22,9;70; 11,2;96; 15,3;114; 18,2;116; 18,5;220; 35,1;147; 23,4;11; 1,8;12; 1,9;18; 2,9;25; 4,0;7; 1,1;6; 1,0;-;-;9; 1,4;1; 0,2;1; 0,2;-;-;1; 0,2;50; 8,0;71; 11,3;-;-;-;-
V;;192;55;000;9015;Briefwahllokal 5;;;;1;1;-;681;-;2;679;5;676;102; 15,0;107; 15,8;77; 11,3;98; 14,5;123; 18,1;133; 19,7;284; 41,8;163; 24,1;8; 1,2;5; 0,7;34; 5,0;95; 14,1;6; 0,9;6; 0,9;-;-;6; 0,9;-;-;-;-;-;-;-;-;45; 6,6;63; 9,3;-;-;-;-
V;;192;55;000;9016;Briefwahllokal 6;;;;1;1;-;777;-;-;777;1;776;112; 14,4;122; 15,7;77; 9,9;112; 14,4;150; 19,3;161; 20,7;306; 39,4;138; 17,8;16; 2,1;24; 3,1;51; 6,6;109; 14,0;7; 0,9;11; 1,4;-;-;13; 1,7;1; 0,1;-;-;-;-;2; 0,3;57; 7,3;84; 10,8;-;-;-;-
V;;192;55;000;9017;Briefwahllokal 7;;;;1;1;-;532;-;2;530;2;530;103; 19,4;107; 20,2;37; 7,0;47; 8,9;146; 27,5;162; 30,6;153; 28,9;79; 14,9;6; 1,1;8; 1,5;19; 3,6;28; 5,3;8; 1,5;11; 2,1;-;-;6; 1,1;1; 0,2;1; 0,2;-;-;2; 0,4;57; 10,8;79; 14,9;-;-;-;-
V;;192;55;000;9018;Briefwahllokal 8;;;;1;1;-;573;-;2;571;3;570;85; 14,9;88; 15,4;54; 9,5;92; 16,1;80; 14,0;90; 15,8;266; 46,6;142; 24,9;7; 1,2;12; 2,1;34; 6,0;72; 12,6;1; 0,2;2; 0,4;-;-;7; 1,2;2; 0,4;1; 0,2;-;-;-;-;42; 7,4;64; 11,2;-;-;-;-
V;;192;55;000;9019;Briefwahllokal 9;;;;1;1;-;577;-;1;576;1;576;64; 11,1;65; 11,3;54; 9,4;71; 12,3;87; 15,1;102; 17,7;282; 49,0;171; 29,7;7; 1,2;12; 2,1;46; 8,0;102; 17,7;5; 0,9;5; 0,9;-;-;5; 0,9;1; 0,2;-;-;-;-;3; 0,5;30; 5,2;40; 6,9;-;-;-;-
V;;192;55;000;9020;Briefwahllokal 10;;;;1;1;-;605;-;2;603;3;602;53; 8,8;58; 9,6;47; 7,8;72; 12,0;117; 19,4;120; 19,9;292; 48,4;151; 25,1;9; 1,5;16; 2,7;55; 9,1;136; 22,6;4; 0,7;5; 0,8;-;-;11; 1,8;1; 0,2;-;-;-;-;-;-;25; 4,1;33; 5,5;-;-;-;-
V;;192;55;000;9021;Briefwahllokal 11;;;;1;1;-;575;-;1;574;1;574;47; 8,2;43; 7,5;59; 10,3;81; 14,1;84; 14,6;108; 18,8;298; 51,9;162; 28,2;15; 2,6;22; 3,8;41; 7,1;112; 19,5;5; 0,9;3; 0,5;-;-;7; 1,2;-;-;-;-;-;-;2; 0,3;25; 4,4;34; 5,9;-;-;-;-
V;;192;55;000;9022;Briefwahllokal 12;;;;1;1;-;802;-;5;797;5;797;64; 8,0;70; 8,8;77; 9,7;96; 12,0;97; 12,2;115; 14,4;391; 49,1;229; 28,7;25; 3,1;23; 2,9;80; 10,0;164; 20,6;8; 1,0;6; 0,8;-;-;13; 1,6;1; 0,1;1; 0,1;-;-;2; 0,3;54; 6,8;78; 9,8;-;-;-;-
V;;192;55;000;9023;Briefwahllokal 13;;;;1;1;-;608;-;4;604;4;604;83; 13,7;84; 13,9;59; 9,8;87; 14,4;110; 18,2;121; 20,0;264; 43,7;136; 22,5;16; 2,6;17; 2,8;31; 5,1;76; 12,6;3; 0,5;4; 0,7;-;-;11; 1,8;1; 0,2;1; 0,2;-;-;-;-;37; 6,1;67; 11,1;-;-;-;-
V;;192;55;000;9024;Briefwahllokal 14;;;;1;1;-;612;-;33;579;32;580;124; 21,4;122; 21,0;32; 5,5;41; 7,1;124; 21,4;139; 24,0;208; 35,9;118; 20,3;12; 2,1;16; 2,8;16; 2,8;42; 7,2;11; 1,9;11; 1,9;-;-;5; 0,9;-;-;2; 0,3;-;-;4; 0,7;52; 9,0;80; 13,8;-;-;-;-
V;;192;55;000;9025;Briefwahllokal 15;;;;1;1;-;629;-;1;628;1;628;74; 11,8;81; 12,9;44; 7,0;75; 11,9;150; 23,9;161; 25,6;250; 39,8;138; 22,0;12; 1,9;19; 3,0;47; 7,5;95; 15,1;5; 0,8;1; 0,2;-;-;4; 0,6;1; 0,2;-;-;-;-;-;-;45; 7,2;54; 8,6;-;-;-;-
V;;192;55;000;9026;Briefwahllokal 16;;;;1;1;-;671;-;-;671;3;668;95; 14,2;95; 14,2;47; 7,0;74; 11,1;110; 16,4;125; 18,7;305; 45,5;148; 22,2;15; 2,2;26; 3,9;42; 6,3;118; 17,7;7; 1,0;4; 0,6;-;-;11; 1,6;2; 0,3;-;-;-;-;-;-;48; 7,2;67; 10,0;-;-;-;-
V;;192;55;000;9027;Briefwahllokal 17;;;;1;1;-;643;-;1;642;-;643;71; 11,1;79; 12,3;77; 12,0;99; 15,4;128; 19,9;134; 20,8;292; 45,5;160; 24,9;6; 0,9;14; 2,2;28; 4,4;91; 14,2;10; 1,6;8; 1,2;-;-;9; 1,4;-;-;-;-;-;-;2; 0,3;30; 4,7;47; 7,3;-;-;-;-
V;;192;55;000;9028;Briefwahllokal 18;;;;1;1;-;546;-;3;543;2;544;66; 12,2;64; 11,8;58; 10,7;80; 14,7;82; 15,1;90; 16,5;239; 44,0;143; 26,3;10; 1,8;14; 2,6;43; 7,9;77; 14,2;2; 0,4;4; 0,7;-;-;7; 1,3;2; 0,4;1; 0,2;-;-;-;-;41; 7,6;64; 11,8;-;-;-;-
V;;192;55;000;9029;Briefwahllokal 19;;;;1;1;-;692;-;3;689;3;689;75; 10,9;74; 10,7;58; 8,4;78; 11,3;97; 14,1;110; 16,0;367; 53,3;220; 31,9;12; 1,7;20; 2,9;43; 6,2;94; 13,6;4; 0,6;7; 1,0;-;-;7; 1,0;1; 0,1;1; 0,1;-;-;2; 0,3;32; 4,6;76; 11,0;-;-;-;-
V;;192;55;000;9030;Briefwahllokal 20;;;;1;1;-;698;-;3;695;2;696;89; 12,8;91; 13,1;70; 10,1;80; 11,5;100; 14,4;117; 16,8;337; 48,5;215; 30,9;15; 2,2;16; 2,3;41; 5,9;107; 15,4;2; 0,3;7; 1,0;-;-;9; 1,3;1; 0,1;1; 0,1;-;-;1; 0,1;40; 5,8;52; 7,5;-;-;-;-
V;G;192;71;103;0000;Grammetal;x;;;18;18;5244;4627; 88,2;32;4595;31;4596;1877; 40,8;1853; 40,3;289; 6,3;365; 7,9;795; 17,3;842; 18,3;1022; 22,2;593; 12,9;112; 2,4;144; 3,1;78; 1,7;174; 3,8;74; 1,6;69; 1,5;-;-;29; 0,6;8; 0,2;6; 0,1;-;-;11; 0,2;340; 7,4;510; 11,1;-;-;-;-
V;;192;71;103;0001;Grammetal OT Bechstedtstraß;;;;1;1;216;133; 61,6;2;131;2;131;44; 33,6;45; 34,4;14; 10,7;14; 10,7;21; 16,0;23; 17,6;35; 26,7;21; 16,0;6; 4,6;8; 6,1;5; 3,8;7; 5,3;2; 1,5;2; 1,5;-;-;-;-;-;-;-;-;-;-;-;-;4; 3,1;11; 8,4;-;-;-;-
V;;192;71;103;0002;Grammetal OT Daasdorf a. Berge;;;;1;1;218;163; 74,8;1;162;1;162;68; 42,0;68; 42,0;12; 7,4;15; 9,3;34; 21,0;36; 22,2;30; 18,5;15; 9,3;1; 0,6;4; 2,5;1; 0,6;3; 1,9;5; 3,1;5; 3,1;-;-;-;-;-;-;-;-;-;-;-;-;11; 6,8;16; 9,9;-;-;-;-
V;;192;71;103;0003;Grammetal OT Eichelborn;;;;1;1;126;102; 81,0;-;102;-;102;56; 54,9;54; 52,9;2; 2,0;2; 2,0;16; 15,7;19; 18,6;13; 12,7;10; 9,8;2; 2,0;3; 2,9;2; 2,0;3; 2,9;1; 1,0;1; 1,0;-;-;-;-;-;-;-;-;-;-;-;-;10; 9,8;10; 9,8;-;-;-;-
V;;192;71;103;0004;Grammetal OT Hayn;;;;1;1;114;88; 77,2;-;88;-;88;26; 29,5;26; 29,5;9; 10,2;11; 12,5;20; 22,7;22; 25,0;23; 26,1;12; 13,6;3; 3,4;6; 6,8;-;-;1; 1,1;1; 1,1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6; 6,8;10; 11,4;-;-;-;-
V;;192;71;103;0005;Grammetal OT Hopfgarten;;;;1;1;535;365; 68,2;5;360;5;360;166; 46,1;164; 45,6;23; 6,4;21; 5,8;49; 13,6;55; 15,3;78; 21,7;44; 12,2;7; 1,9;12; 3,3;6; 1,7;18; 5,0;4; 1,1;2; 0,6;-;-;1; 0,3;-;-;-;-;-;-;3; 0,8;27; 7,5;40; 11,1;-;-;-;-
V;;192;71;103;0006;Grammetal OT Isseroda;;;;1;1;496;301; 60,7;3;298;2;299;141; 47,3;136; 45,5;11; 3,7;20; 6,7;49; 16,4;49; 16,4;71; 23,8;41; 13,7;8; 2,7;13; 4,3;6; 2,0;13; 4,3;2; 0,7;1; 0,3;-;-;1; 0,3;-;-;-;-;-;-;2; 0,7;10; 3,4;23; 7,7;-;-;-;-
V;;192;71;103;0007;Grammetal OT Mönchenholzhausen;;;;1;1;613;408; 66,6;2;406;2;406;190; 46,8;189; 46,6;31; 7,6;36; 8,9;57; 14,0;64; 15,8;86; 21,2;52; 12,8;4; 1,0;6; 1,5;4; 1,0;13; 3,2;10; 2,5;10; 2,5;-;-;-;-;1; 0,2;1; 0,2;-;-;-;-;23; 5,7;35; 8,6;-;-;-;-
V;;192;71;103;0008;Grammetal OT Niederzimmern;;;;1;1;828;539; 65,1;4;535;3;536;265; 49,5;265; 49,4;30; 5,6;31; 5,8;102; 19,1;100; 18,7;73; 13,6;42; 7,8;21; 3,9;26; 4,9;7; 1,3;14; 2,6;3; 0,6;8; 1,5;-;-;2; 0,4;3; 0,6;3; 0,6;-;-;1; 0,2;31; 5,8;44; 8,2;-;-;-;-
V;;192;71;103;0009;Grammetal OT Nohra;;;;1;1;304;228; 75,0;3;225;3;225;104; 46,2;100; 44,4;11; 4,9;10; 4,4;31; 13,8;38; 16,9;53; 23,6;34; 15,1;4; 1,8;5; 2,2;2; 0,9;3; 1,3;3; 1,3;1; 0,4;-;-;-;-;-;-;-;-;-;-;1; 0,4;17; 7,6;33; 14,7;-;-;-;-
V;;192;71;103;0010;Grammetal OT Obergrunstedt;;;;1;1;173;118; 68,2;1;117;-;118;50; 42,7;50; 42,4;4; 3,4;7; 5,9;13; 11,1;15; 12,7;33; 28,2;25; 21,2;7; 6,0;5; 4,2;-;-;2; 1,7;1; 0,9;2; 1,7;-;-;1; 0,8;-;-;-;-;-;-;-;-;9; 7,7;11; 9,3;-;-;-;-
V;;192;71;103;0011;Grammetal OT Obernissa;;;;1;1;260;211; 81,2;2;209;1;210;91; 43,5;84; 40,0;11; 5,3;20; 9,5;25; 12,0;37; 17,6;54; 25,8;31; 14,8;3; 1,4;2; 1,0;-;-;4; 1,9;2; 1,0;5; 2,4;-;-;-;-;2; 1,0;1; 0,5;-;-;1; 0,5;21; 10,0;25; 11,9;-;-;-;-
V;;192;71;103;0012;Grammetal OT Ottstedt a. Berge;;;;1;1;207;151; 72,9;-;151;-;151;58; 38,4;55; 36,4;9; 6,0;15; 9,9;19; 12,6;16; 10,6;32; 21,2;19; 12,6;6; 4,0;7; 4,6;1; 0,7;5; 3,3;-;-;-;-;-;-;2; 1,3;-;-;-;-;-;-;-;-;26; 17,2;32; 21,2;-;-;-;-
V;;192;71;103;0013;Grammetal OT Sohnstedt;;;;1;1;143;112; 78,3;-;112;-;112;46; 41,1;44; 39,3;9; 8,0;8; 7,1;18; 16,1;23; 20,5;26; 23,2;15; 13,4;4; 3,6;4; 3,6;1; 0,9;5; 4,5;1; 0,9;1; 0,9;-;-;1; 0,9;-;-;-;-;-;-;-;-;7; 6,3;11; 9,8;-;-;-;-
V;;192;71;103;0014;Grammetal OT Troistedt;;;;1;1;147;102; 69,4;1;101;1;101;49; 48,5;49; 48,5;8; 7,9;5; 5,0;18; 17,8;22; 21,8;12; 11,9;9; 8,9;5; 5,0;2; 2,0;1; 1,0;4; 4,0;2; 2,0;1; 1,0;-;-;1; 1,0;-;-;-;-;-;-;1; 1,0;6; 5,9;7; 6,9;-;-;-;-
V;;192;71;103;0015;Grammetal OT Ulla;;;;1;1;640;430; 67,2;4;426;5;425;190; 44,6;189; 44,5;25; 5,9;28; 6,6;85; 20,0;83; 19,5;75; 17,6;52; 12,2;3; 0,7;4; 0,9;9; 2,1;16; 3,8;15; 3,5;10; 2,4;-;-;7; 1,6;-;-;-;-;-;-;1; 0,2;24; 5,6;35; 8,2;-;-;-;-
V;;192;71;103;0016;Grammetal OT Utzberg;;;;1;1;224;176; 78,6;-;176;2;174;75; 42,6;76; 43,7;14; 8,0;18; 10,3;37; 21,0;34; 19,5;28; 15,9;16; 9,2;6; 3,4;4; 2,3;3; 1,7;6; 3,4;3; 1,7;4; 2,3;-;-;-;-;-;-;-;-;-;-;-;-;10; 5,7;16; 9,2;-;-;-;-
V;;192;71;103;9001;Grammetal1;;;;1;1;-;487;-;1;486;1;486;129; 26,5;126; 25,9;32; 6,6;51; 10,5;91; 18,7;93; 19,1;152; 31,3;87; 17,9;4; 0,8;15; 3,1;19; 3,9;24; 4,9;8; 1,6;8; 1,6;-;-;3; 0,6;2; 0,4;1; 0,2;-;-;-;-;49; 10,1;78; 16,0;-;-;-;-
V;;192;71;103;9002;Grammetal2;;;;1;1;-;513;-;3;510;3;510;129; 25,3;133; 26,1;34; 6,7;53; 10,4;110; 21,6;113; 22,2;148; 29,0;68; 13,3;18; 3,5;18; 3,5;11; 2,2;33; 6,5;11; 2,2;8; 1,6;-;-;10; 2,0;-;-;-;-;-;-;1; 0,2;49; 9,6;73; 14,3;-;-;-;-
V;K;193;00;000;0000;Gera - Greiz - Altenburger Land;;;;364;364;220281;173712; 78,9;1434;172278;1349;172363;77161; 44,8;74761; 43,4;18698; 10,9;13622; 7,9;34406; 20,0;30631; 17,8;20441; 11,9;22450; 13,0;3918; 2,3;5137; 3,0;3323; 1,9;4924; 2,9;3416; 2,0;2276; 1,3;-;-;721; 0,4;-;-;209; 0,1;-;-;669; 0,4;10915; 6,3;16963; 9,8;-;-;-;-
V;G;193;52;000;0000;Gera, Stadt;x;;;96;96;71457;54546; 76,3;445;54101;402;54144;22857; 42,2;21953; 40,5;7049; 13,0;4617; 8,5;9919; 18,3;9098; 16,8;7348; 13,6;8257; 15,3;1045; 1,9;1554; 2,9;1193; 2,2;1840; 3,4;1109; 2,0;657; 1,2;-;-;253; 0,5;-;-;85; 0,2;-;-;226; 0,4;3581; 6,6;5604; 10,4;-;-;-;-
V;;193;52;000;0001;Gera Gymnasium Rutheneum seit 1608 (Zentrum Süd);;;;1;1;1501;639; 42,6;6;633;5;634;257; 40,6;249; 39,3;79; 12,5;51; 8,0;96; 15,2;94; 14,8;111; 17,5;107; 16,9;13; 2,1;20; 3,2;19; 3,0;31; 4,9;10; 1,6;8; 1,3;-;-;3; 0,5;-;-;2; 0,3;-;-;-;-;48; 7,6;69; 10,9;-;-;-;-
V;;193;52;000;0002;Gera SBBS Wirtschaft/Verwaltung (Zentrum Süd);;;;1;1;997;526; 52,8;4;522;4;522;252; 48,3;245; 46,9;65; 12,5;41; 7,9;61; 11,7;61; 11,7;89; 17,0;99; 19,0;14; 2,7;11; 2,1;16; 3,1;21; 4,0;7; 1,3;6; 1,1;-;-;2; 0,4;-;-;1; 0,2;-;-;-;-;18; 3,4;35; 6,7;-;-;-;-
V;;193;52;000;0004;Gera Volkshochschule Aenne Biermann (Zentrum Süd);;;;1;1;1322;643; 48,6;4;639;5;638;281; 44,0;275; 43,1;81; 12,7;45; 7,1;88; 13,8;85; 13,3;110; 17,2;124; 19,4;12; 1,9;17; 2,7;26; 4,1;31; 4,9;12; 1,9;6; 0,9;-;-;4; 0,6;-;-;4; 0,6;-;-;2; 0,3;29; 4,5;45; 7,1;-;-;-;-
V;;193;52;000;0006;Gera Ortsteil Ostviertel, Leumnitz und Südhang (1);;;;1;1;1299;747; 57,5;4;743;5;742;397; 53,4;389; 52,4;87; 11,7;55; 7,4;110; 14,8;95; 12,8;78; 10,5;97; 13,1;12; 1,6;23; 3,1;8; 1,1;17; 2,3;17; 2,3;10; 1,3;-;-;2; 0,3;-;-;-;-;-;-;4; 0,5;34; 4,6;50; 6,7;-;-;-;-
V;;193;52;000;0007;Gera Gymnasium Rutheneum seit 1608 (Zentrum Süd);;;;1;1;967;479; 49,5;2;477;4;475;221; 46,3;219; 46,1;67; 14,0;53; 11,2;59; 12,4;47; 9,9;72; 15,1;82; 17,3;5; 1,0;7; 1,5;13; 2,7;16; 3,4;11; 2,3;8; 1,7;-;-;1; 0,2;-;-;1; 0,2;-;-;-;-;29; 6,1;41; 8,6;-;-;-;-
V;;193;52;000;0008;Gera Ortsteil Ostviertel, Leumnitz und Südhang (2);;;;1;1;1082;676; 62,5;6;670;6;670;317; 47,3;314; 46,9;70; 10,4;49; 7,3;111; 16,6;87; 13,0;85; 12,7;89; 13,3;12; 1,8;17; 2,5;22; 3,3;34; 5,1;18; 2,7;7; 1,0;-;-;7; 1,0;-;-;-;-;-;-;7; 1,0;35; 5,2;59; 8,8;-;-;-;-
V;;193;52;000;0009;Gera Ortsteil Ostviertel, Leumnitz und Südhang (3);;;;1;1;1175;704; 59,9;2;702;2;702;366; 52,1;355; 50,6;75; 10,7;50; 7,1;119; 17,0;103; 14,7;56; 8,0;58; 8,3;14; 2,0;21; 3,0;6; 0,9;21; 3,0;18; 2,6;10; 1,4;-;-;5; 0,7;-;-;-;-;-;-;5; 0,7;48; 6,8;74; 10,5;-;-;-;-
V;;193;52;000;0010;Gera Tonhalle (Zentrum Nord);;;;1;1;1235;702; 56,8;4;698;4;698;295; 42,3;276; 39,5;92; 13,2;59; 8,5;111; 15,9;99; 14,2;106; 15,2;93; 13,3;17; 2,4;36; 5,2;22; 3,2;42; 6,0;18; 2,6;10; 1,4;-;-;5; 0,7;-;-;2; 0,3;-;-;2; 0,3;37; 5,3;74; 10,6;-;-;-;-
V;;193;52;000;0011;Gera Kita Am Schreberweg (Zentrum Nord);;;;1;1;1357;772; 56,9;3;769;2;770;314; 40,8;304; 39,5;88; 11,4;55; 7,1;167; 21,7;141; 18,3;115; 15,0;129; 16,8;20; 2,6;31; 4,0;20; 2,6;34; 4,4;11; 1,4;6; 0,8;-;-;2; 0,3;-;-;-;-;-;-;1; 0,1;34; 4,4;67; 8,7;-;-;-;-
V;;193;52;000;0012;Gera Ortsteil Ostviertel, Leumnitz und Südhang (4);;;;1;1;984;538; 54,7;4;534;4;534;237; 44,4;236; 44,2;70; 13,1;37; 6,9;89; 16,7;81; 15,2;75; 14,0;94; 17,6;11; 2,1;17; 3,2;12; 2,2;17; 3,2;11; 2,1;3; 0,6;-;-;2; 0,4;-;-;2; 0,4;-;-;3; 0,6;29; 5,4;42; 7,9;-;-;-;-
V;;193;52;000;0013;Gera Ortsteil Ostviertel, Leumnitz und Südhang (5);;;;1;1;800;466; 58,3;2;464;1;465;211; 45,5;205; 44,1;47; 10,1;31; 6,7;71; 15,3;64; 13,8;66; 14,2;80; 17,2;9; 1,9;8; 1,7;12; 2,6;11; 2,4;11; 2,4;6; 1,3;-;-;-;-;-;-;1; 0,2;-;-;2; 0,4;37; 8,0;57; 12,3;-;-;-;-
V;;193;52;000;0014;Gera Karl-Theodor-Liebe Gymnasium (Zentrum Nord);;;;1;1;1410;762; 54,0;8;754;6;756;342; 45,4;324; 42,9;114; 15,1;71; 9,4;111; 14,7;92; 12,2;109; 14,5;122; 16,1;17; 2,3;25; 3,3;14; 1,9;29; 3,8;15; 2,0;10; 1,3;-;-;2; 0,3;-;-;1; 0,1;-;-;4; 0,5;32; 4,2;76; 10,1;-;-;-;-
