Wahlkreis Nr.;Wahlkreisname;Kreisschlüssel;Kreisfreie Stadt/Landkreis;Gemeindeschlüssel;Gemeindename;Verbandgemeindeschlüssel;Verbandsgemeindename;Wahlbezirk;Wahlbezirksname;Wahllokal;A - Wahlberechtigte;B - Wähler/-innen;E - Ungültige Zweitstimmen;F - Gültige Zweitstimmen;F01 - SPD;F02 - CDU;F03 - AfD;F04 - Die Linke;F05 - FDP;F06 - GRÜNE;F07 - FREIE WÄHLER;F08 - Die PARTEI;F09 - Volt;F10 - MLPD;F11 - BÜNDNIS DEUTSCHLAND;F12 - BSW;C - Ungültige Erststimmen;D - Gültige Erststimmen;D01 - SPD;D02 - CDU;D03 - AfD;D04 - Die Linke;D05 - FDP;D06 - GRÜNE;D07 - FREIE WÄHLER;D08 - Die PARTEI;D10 - MLPD;D11 - BÜNDNIS DEUTSCHLAND;D13 - Andere KWV;D14 - Andere KWV
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;20404;Landesverwaltungsamt Sachsen-Anhalt;U;1093;654;2;652;69;100;71;199;22;151;4;6;8;0;0;22;3;651;160;138;67;156;17;91;5;11;0;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;20405;Sekundarschule J. Ch. Reil;U;1398;816;4;812;127;103;147;202;25;112;5;3;5;0;1;82;11;805;188;142;151;202;21;70;10;14;2;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;20406;Grundschule G. E. Lessing;U;1503;834;6;828;122;141;156;167;27;120;2;12;9;2;0;70;9;825;196;184;162;162;19;72;8;17;5;0; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;20407;Landesverwaltungsamt Sachsen-Anhalt;U;926;520;1;519;63;86;44;172;15;97;2;5;5;0;0;30;1;519;119;106;45;151;10;66;7;15;0;0; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;20501;Rentenversicherung Mitteldeutschland;U;714;436;2;434;46;46;128;90;11;46;5;7;7;2;2;44;3;433;70;65;137;88;15;28;10;13;5;2; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;20601;Kita Mauseloch;U;1358;807;11;796;120;132;233;91;38;49;6;15;9;0;6;97;23;784;136;184;247;116;26;34;10;19;3;9; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;20602;Kita Mauseloch;U;1337;695;9;686;75;108;237;93;27;43;2;3;6;4;3;85;12;683;99;132;262;114;18;31;6;5;6;10; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;20701;Grundschule Frohe Zukunft;U;1357;776;9;767;128;153;190;108;23;68;9;4;2;2;1;79;11;765;154;199;214;105;28;31;14;6;5;9; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;20702;Grundschule Frohe Zukunft;U;1222;706;4;702;93;155;214;56;23;63;1;5;5;0;7;80;5;701;120;212;232;62;14;35;7;4;0;15; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;22101;BBI - Bildungs- und Beratungsinstitut;U;1732;856;7;849;102;110;314;136;25;39;9;12;9;0;0;93;17;839;129;124;327;158;25;34;12;18;2;10; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;22102;Hort Delta;U;1913;965;16;949;124;136;322;138;32;61;11;15;10;0;2;98;13;952;158;175;346;157;28;39;13;28;5;3; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;22103;Kita Krähenberg;U;1813;970;11;959;109;149;262;184;38;95;6;11;6;2;4;93;8;962;171;198;281;189;32;55;12;15;2;7; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;22201;BBI - Bildungs- und Beratungsinstitut;U;206;106;0;106;10;10;44;15;2;3;1;1;4;0;0;16;1;105;16;14;47;20;1;3;1;2;0;1; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;22301;Kita Krähenberg;U;1483;793;4;789;96;186;204;88;35;76;6;8;5;0;4;81;9;784;136;235;214;106;30;36;12;9;0;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;23001;Sporthalle Giebichenstein-Gymnasium;U;1712;919;2;917;97;116;137;239;42;192;2;4;17;1;0;70;8;911;195;157;154;236;23;119;8;11;2;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;23002;Giebichenstein-Gymnasium Th. Müntzer;U;1791;857;1;856;107;124;139;212;42;145;2;14;9;0;2;60;3;854;195;162;142;207;34;92;4;15;1;2; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;23003;Giebichenstein-Gymnasium Th. Müntzer;U;1428;818;5;813;84;103;123;223;21;176;3;9;12;0;4;55;5;813;185;143;126;194;24;106;11;12;1;11; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;23004;Sekundarschule J. Ch. Reil;U;1630;960;6;954;136;147;133;232;29;183;4;7;12;0;2;69;7;953;226;183;146;225;23;111;11;21;1;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;23005;Sekundarschule J. Ch. Reil;U;1307;639;3;636;98;107;63;163;25;129;2;6;3;1;2;37;4;635;179;127;71;150;21;69;3;8;3;4; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;23101;Sportlerheim VfL Seeben;U;953;650;8;642;62;140;204;79;33;55;5;3;1;1;2;57;9;641;80;181;207;91;20;40;7;6;3;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;23201;Grundschule Frohe Zukunft;U;244;115;0;115;7;26;43;12;5;4;0;2;0;0;1;15;2;113;8;34;43;14;4;3;0;4;0;3; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;23301;Grundschule Frohe Zukunft;U;448;291;3;288;27;71;74;31;17;30;2;3;1;0;2;30;3;288;43;81;74;39;15;23;4;4;0;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;30901;Kita Sonnenschein;U;1274;692;7;685;58;73;269;114;18;52;2;15;13;0;2;69;9;683;88;97;287;122;18;34;8;18;1;10; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;30902;Kita Sonnenschein;U;981;558;9;549;63;83;217;73;17;31;7;11;2;1;3;41;9;549;77;100;236;80;9;15;7;17;2;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;31001;Kita Kanena-Kleine Entdecker;U;451;283;3;280;25;66;90;28;14;17;5;0;1;0;2;32;4;279;33;81;90;38;15;12;5;1;1;3; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;34001;Grundschule Diemitz/Freiimfelde;U;1408;849;9;840;61;117;376;90;36;48;11;10;10;1;4;76;13;836;86;170;398;98;17;28;17;14;0;8; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;34101;Kulturhaus Dautzsch;U;1599;1133;5;1128;122;297;346;97;67;50;8;8;4;0;5;124;11;1122;166;356;378;107;46;27;18;11;2;11; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;34201;Grundschule Kanena/Reideburg;U;1013;656;6;650;68;134;240;45;25;52;5;4;4;0;2;71;9;647;88;180;254;63;21;28;8;1;1;3; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;34202;Grundschule Kanena/Reideburg;U;1036;678;4;674;72;120;238;74;34;46;6;6;4;1;1;72;11;667;107;153;271;68;19;25;11;8;0;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;34301;Grundschule Büschdorf;U;2035;1211;7;1204;147;279;398;111;55;75;9;5;7;0;4;114;13;1198;182;354;418;110;36;50;26;8;1;13; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;34302;Grundschule Büschdorf;U;1763;1005;17;988;114;239;332;87;39;43;9;1;3;0;4;117;12;993;131;303;354;100;37;32;16;5;2;13; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;34401;Freiw. Feuerwehr Kanena;U;1046;643;7;636;55;114;290;44;25;14;7;10;3;1;3;70;6;637;68;126;321;59;17;11;18;10;1;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41101;KGS Ulrich von Hutten;U;1617;838;14;824;80;75;335;152;31;42;11;16;9;2;4;67;12;826;106;102;345;169;24;31;16;18;3;12; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41102;Kita Lutherstraße;U;1818;990;11;979;104;165;273;175;44;76;10;16;9;3;5;99;12;978;149;213;285;192;37;55;15;20;2;10; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41103;Fachbereich Umwelt;U;1969;976;10;966;103;138;323;179;30;62;15;20;3;0;6;87;9;967;145;168;349;177;25;41;19;29;4;10; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41104;Grundschule Johannesschule;U;1755;926;9;917;82;115;278;194;24;81;8;12;9;2;1;111;15;911;159;167;291;189;20;42;11;20;6;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41201;Förderschule Pestalozzischule;U;2003;1008;6;1002;150;223;263;129;30;86;3;6;7;0;1;104;14;994;209;267;265;142;27;52;12;11;0;9; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41202;Sportschulen Halle;U;1992;1088;5;1083;147;209;343;127;38;66;10;7;3;0;3;130;8;1080;189;258;356;160;33;40;21;12;0;11; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41203;Grundschule Diesterweg;U;1728;920;9;911;133;176;284;111;38;60;8;5;2;1;3;90;16;904;162;208;305;123;34;44;12;6;1;9; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41204;Grundschule Diesterweg;U;1496;842;10;832;112;148;290;90;31;45;6;7;6;3;1;93;14;828;142;180;305;111;25;27;13;13;3;9; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41205;Grundschule Diesterweg;U;1881;1027;16;1011;136;207;322;117;32;66;12;5;4;1;7;102;15;1012;177;250;337;133;31;39;18;12;1;14; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41301;Gymnasium Südstadt;U;1911;974;11;963;137;168;312;140;32;51;6;12;5;3;2;95;20;954;179;193;341;143;27;24;16;22;4;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41302;Förderschule Schule am Lebensbaum;U;1616;853;9;844;102;135;347;106;14;13;12;7;8;0;7;93;14;839;129;163;370;111;9;12;18;11;3;13; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41303;Marguerite Friedländer Gesamtschule;U;1644;793;7;786;102;119;334;108;10;14;12;13;1;1;1;71;7;786;118;135;351;128;12;11;11;11;1;8; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41304;Sekundarschule Am Fliederweg;U;1757;799;12;787;113;140;282;90;28;26;10;14;6;1;1;76;15;784;128;164;298;105;23;19;14;21;4;8; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41305;Elisabeth-Gymnasium;U;1294;619;9;610;64;88;265;104;14;11;2;7;3;1;4;47;8;611;84;96;279;110;14;7;4;7;1;9; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41306;Elisabeth-Gymnasium;U;1872;1000;14;986;145;196;316;103;31;44;7;11;6;0;9;118;20;980;166;229;344;134;34;31;13;11;3;15; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41307;Sekundarschule Am Fliederweg;U;1641;877;13;864;121;140;319;121;23;28;5;6;2;1;5;93;11;866;150;174;341;136;13;18;11;10;3;10; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41401;KGS Ulrich von Hutten;U;1804;934;13;921;90;135;375;130;21;37;4;9;7;1;3;109;19;915;114;161;397;150;22;23;11;21;4;12; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41402;Bürgerhaus alternativE;U;1184;713;8;705;104;127;258;85;33;28;5;1;1;1;4;58;7;706;123;160;271;92;21;18;12;4;0;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41403;Grundschule Auenschule;U;1951;1048;14;1034;116;173;386;123;39;59;9;16;8;4;4;97;25;1023;155;202;395;148;35;38;16;17;5;12; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;41404;Grundschule Auenschule;U;2022;1127;21;1106;150;236;368;128;41;40;10;10;4;2;3;114;27;1100;192;287;381;150;22;25;14;19;4;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;45101;Beratungsstelle Gesundheitsamt;U;1436;726;2;724;78;140;268;89;24;47;6;4;4;0;4;60;5;721;104;179;283;95;12;24;6;10;0;8; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;45102;Grundschule Frieden;U;1555;916;4;912;87;162;364;85;29;46;12;9;5;2;4;107;11;905;122;205;389;98;21;24;26;11;2;7; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;45103;Grundschule Frieden;U;1597;915;6;909;67;143;418;96;30;21;11;7;8;2;2;104;15;900;100;175;448;93;18;19;19;17;2;9; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;45104;Grundschule Radewell;U;1044;582;0;582;41;122;226;43;26;31;5;2;3;0;4;79;2;580;74;145;239;66;21;19;8;2;1;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;45201;Grundschule Radewell;U;1382;845;7;838;66;136;377;86;23;24;7;13;3;1;3;99;14;831;83;163;405;91;21;22;11;16;6;13; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;46001;Marguerite Friedländer Gesamtschule;U;1779;853;5;848;81;183;334;78;32;28;6;9;5;2;3;87;8;845;96;206;349;95;29;24;15;18;4;9; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;46002;Gymnasium Südstadt;U;491;224;1;223;28;45;72;16;9;17;1;0;0;0;0;35;3;221;36;52;82;22;8;12;3;3;1;2; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;46101;Grundschule Hanoier Straße;U;1344;678;14;664;65;86;321;83;11;9;10;13;1;2;2;61;13;665;79;108;336;94;10;3;11;13;4;7; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;46102;Grundschule Hanoier Straße;U;1390;641;11;630;56;101;284;61;8;19;9;10;7;2;2;71;11;630;69;106;303;81;11;18;15;17;3;7; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;46103;Grundschule Hanoier Straße;U;1412;565;4;561;56;57;301;56;12;6;6;10;4;1;4;48;13;552;61;70;309;58;11;7;6;18;1;11; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;46104;Grundschule Hanoier Straße;U;1007;374;3;371;31;50;191;36;9;2;3;9;0;1;0;39;5;369;32;62;200;42;11;3;6;6;1;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;46105;Beratungsstelle Gesundheitsamt;U;1382;604;11;593;53;82;312;60;6;15;8;6;8;0;1;42;8;596;64;87;323;78;4;16;8;9;1;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;46106;Beratungsstelle Gesundheitsamt;U;1584;476;11;465;55;60;220;48;15;11;6;7;4;2;0;37;12;464;76;70;223;48;9;12;8;11;3;4; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57101;medi mobil Begegnungsstätte;U;1564;922;12;910;146;143;292;139;20;35;4;5;10;1;2;113;10;912;194;163;320;150;24;26;10;9;1;15; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57102;Speiseraum KGS Wilhelm von Humboldt;U;1249;649;10;639;82;91;277;73;15;21;5;9;3;1;0;62;11;638;104;108;283;89;17;12;7;6;3;9; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57103;Speiseraum KGS Wilhelm von Humboldt;U;1633;949;10;939;91;158;396;104;24;31;8;9;2;1;4;111;17;932;127;175;410;126;24;19;20;15;1;15; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57104;Turnhalle KGS Wilhelm von Humboldt;U;1496;658;9;649;85;113;223;96;13;18;9;2;1;1;3;85;14;644;106;140;242;110;13;10;12;3;4;4; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57105;Seniorenzentrum AGO Halle-Neustadt;U;1459;736;15;721;90;76;275;134;18;37;8;10;10;1;4;58;20;716;122;91;292;143;14;26;7;13;3;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57106;Grundschule Am Heiderand;U;1476;721;7;714;113;90;282;99;18;21;6;9;6;0;2;68;11;710;142;106;298;93;17;16;11;14;2;11; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57107;Grundschule Am Heiderand;U;1488;713;11;702;96;133;252;79;16;22;7;0;7;2;4;84;12;701;119;137;279;97;12;16;18;7;4;12; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57201;Grundschule Rosa Luxemburg;U;630;282;1;281;34;47;102;40;4;10;1;3;5;0;0;35;2;280;55;56;106;48;4;3;1;4;2;1; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57202;Grundschule Rosa Luxemburg;U;873;449;3;446;62;78;182;44;14;15;3;3;4;0;0;41;3;446;70;86;203;56;7;10;4;4;0;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57203;Förderschule Helen Keller;U;1296;582;8;574;83;84;219;91;16;15;3;5;6;0;3;49;14;568;99;94;233;96;14;13;5;5;2;7; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57204;Förderschule Helen Keller;U;1120;512;8;504;89;76;198;58;21;14;4;1;2;0;1;40;8;504;103;93;204;66;13;12;8;1;1;3; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57205;Förderschule Helen Keller;U;1314;608;10;598;91;63;265;83;13;15;7;4;3;3;5;46;8;600;112;71;279;85;9;9;9;6;7;13; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57206;Gemeinschaftsschule Kastanienallee;U;1330;570;5;565;81;95;262;47;16;17;7;5;0;2;2;31;5;565;86;106;268;54;17;12;6;10;2;4; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57207;Förderschule Ch.G. Salzmann;U;888;352;3;349;37;33;186;46;6;4;4;5;2;0;1;25;6;346;44;37;193;47;7;3;5;6;1;3; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57301;LBZ für Blinde und Sehbehinderte;U;1409;693;2;691;99;109;268;75;11;24;9;10;2;1;2;81;6;687;106;114;292;98;21;21;16;10;3;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57302;LBZ für Blinde und Sehbehinderte;U;1590;677;9;668;93;89;280;94;9;18;5;7;8;0;2;63;17;660;104;106;292;111;12;13;7;9;1;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57303;BBS III Dreyhaupt;U;1525;742;6;736;106;131;308;79;13;13;6;3;2;0;3;72;9;733;118;155;318;99;12;7;8;6;1;9; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57304;BBS III Dreyhaupt;U;1445;685;6;679;73;92;317;72;21;20;5;8;4;2;2;63;9;676;85;106;354;80;15;10;8;11;5;2; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57305;Gemeinschaftsschule Heinrich Heine;U;1167;682;5;677;78;115;295;66;15;5;6;10;3;0;2;82;12;670;102;120;323;82;9;7;10;5;3;9; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57306;Gemeinschaftsschule Heinrich Heine;U;1016;485;4;481;35;59;221;57;14;7;5;5;5;5;4;64;4;481;48;71;249;69;10;7;7;9;4;7; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;57307;Gemeinschaftsschule Heinrich Heine;U;1295;603;9;594;58;87;295;51;17;9;2;6;3;0;3;63;13;590;66;102;315;58;17;7;7;8;1;9; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;58101;VfB 07 Lettin e. V.;U;892;585;8;577;44;115;216;60;20;31;3;5;4;0;3;76;9;576;69;142;235;67;14;23;7;7;0;12; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;58201;Pflegeheim Haus Heide-Nord;U;1266;678;7;671;87;156;179;58;41;76;1;1;5;0;3;64;13;665;118;204;181;83;26;41;4;2;0;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;58202;Kita Schafschwingelweg;U;1745;878;11;867;81;100;422;119;11;25;7;6;8;10;5;73;17;861;104;112;443;135;12;16;8;11;13;7; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;58203;Pflegeheim Haus Heide-Nord;U;1253;569;9;560;71;85;237;62;14;21;2;7;4;0;3;54;14;555;95;97;258;65;7;15;4;6;3;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;59001;Mitteldeutsches Multimediazentrum Halle;U;641;338;2;336;40;71;67;52;16;56;2;4;5;0;1;22;2;336;70;93;69;53;12;30;1;7;0;1; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;59101;Grundschule Kröllwitz;U;1328;780;2;778;100;161;168;104;36;110;5;4;13;0;1;76;6;774;146;234;173;106;17;71;10;9;1;7; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;59102;Biozentrum;U;1597;871;5;866;103;171;147;180;36;125;4;6;8;1;0;85;9;862;175;219;162;176;31;71;7;13;1;7; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;59103;Grundschule Kröllwitz;U;1212;742;5;737;100;189;119;89;44;124;2;4;1;0;3;62;8;734;146;238;133;94;33;74;4;5;3;4; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;59201;IAMO;U;1643;1046;6;1040;161;232;234;118;59;94;4;2;9;2;0;125;19;1027;214;307;251;131;46;52;9;5;4;8; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;59202;IAMO;U;1217;757;2;755;95;205;164;95;35;57;6;3;5;0;1;89;14;743;143;231;183;107;23;37;13;3;0;3; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;59203;Institut für Informatik der MLU;U;945;619;6;613;77;181;120;53;29;74;2;6;5;1;0;65;9;610;117;218;137;59;19;38;7;7;3;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;59301;Grundschule Nietleben;U;1083;689;4;685;63;149;262;50;33;39;6;6;14;0;1;62;8;681;96;185;268;51;21;32;11;9;0;8; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;59302;Grundschule Nietleben;U;1057;674;3;671;67;165;234;70;36;31;5;2;7;1;1;52;6;668;95;196;244;71;23;24;7;3;2;3; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;59501;Grundschule Dölau;U;1463;874;6;868;103;236;235;70;49;69;7;5;5;0;2;87;13;861;123;296;252;92;34;40;7;12;0;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;59502;Grundschule Dölau;U;1677;1010;2;1008;103;225;325;95;66;66;6;8;4;0;0;110;10;1000;168;285;348;101;48;25;12;5;3;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;90001;Briefwahlbezirk 90001;B;0;738;2;736;106;78;56;206;36;185;7;9;11;0;1;41;4;734;220;116;64;180;24;105;10;12;0;3; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;90002;Briefwahlbezirk 90002;B;0;523;1;522;69;78;71;142;20;73;6;9;9;3;1;41;4;519;129;94;75;125;19;48;10;12;2;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;90003;Briefwahlbezirk 90003;B;0;557;1;556;84;79;57;162;9;86;4;9;10;0;0;56;3;554;161;92;64;144;7;55;11;15;0;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;90004;Briefwahlbezirk 90004;B;0;966;2;964;142;146;57;289;34;186;7;10;17;0;2;74;6;960;268;182;61;262;34;105;17;19;6;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;90005;Briefwahlbezirk 90005;B;0;1096;4;1092;129;114;101;363;38;224;4;17;32;0;2;68;7;1089;295;144;105;315;42;147;11;24;1;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;90006;Briefwahlbezirk 90006;B;0;630;0;630;88;99;48;166;25;151;4;3;9;0;0;37;1;629;195;141;50;138;13;74;4;11;0;3; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;90007;Briefwahlbezirk 90007;B;0;807;5;802;131;127;70;181;37;156;8;7;18;0;2;65;6;801;233;170;75;174;27;90;11;12;1;8; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;90008;Briefwahlbezirk 90008;B;0;496;1;495;72;66;26;158;17;118;3;2;9;0;0;24;3;493;153;74;29;147;19;59;2;6;2;2; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;90009;Briefwahlbezirk 90009;B;0;643;0;643;90;102;14;173;22;170;3;5;12;0;0;52;5;638;166;129;13;181;22;106;7;12;1;1; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;90010;Briefwahlbezirk 90010;B;0;679;3;676;126;154;105;81;17;70;7;8;9;1;2;96;9;670;177;174;115;101;21;42;16;14;3;7; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;90011;Briefwahlbezirk 90011;B;0;807;3;804;130;135;135;137;27;90;11;11;16;0;0;112;21;786;195;165;153;147;25;58;18;14;1;10; ; 
